city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Thanisandra,2,2,1,-,acept,not furnished,0,15000,0,228,15228
Bangalore,Kenchenahalli,3,4,3,2,acept,not furnished,6000,7650,3000,99,16749
Bangalore,Yelahanka,1,1,0,1,acept,furnished,1050,6270,0,81,7401
Bangalore,Uttarahalli,3,1,1,7,acept,not furnished,2934,7200,315,93,10542
Bangalore,Sarjapur  Road,2,1,1,13,acept,not furnished,2283,6450,201,84,9018
Bangalore,Kengeri Satellite Town,1,1,0,23,acept,not furnished,1176,6300,123,81,7680
Bangalore,Konanakunte,4,5,4,1,acept,not furnished,13080,45000,6726,573,65370
Bangalore,Electronic City,4,5,2,7,acept,not furnished,7200,25500,1500,324,34530
Bangalore,Thanisandra,3,2,2,-,acept,not furnished,0,13500,750,204,14454
Bangalore,Seegehalli,3,2,2,2,acept,not furnished,1800,6300,87,81,8268
Bangalore,Electronic City Phase II,1,1,1,10,acept,furnished,1722,5550,0,72,7344
Bangalore,Padmanabhanagar,2,1,1,5,acept,not furnished,3444,9300,1392,120,14256
Bangalore,Kothanur,1,1,1,8,acept,furnished,3750,11550,627,147,16074
Bangalore,Bellandur,3,3,0,-,acept,not furnished,0,39000,2145,588,41730
Bangalore,Chandapura,2,1,2,21,acept,not furnished,3333,12000,699,153,16185
Bangalore,Huskur,4,5,6,-,acept,not furnished,7500,45000,7500,678,60690
Bangalore,Yeshwanthpur,4,3,3,-,acept,not furnished,0,24000,3750,363,28113
Bangalore,Kothanur,2,1,1,-,acept,not furnished,1440,3750,21,48,5259
Bangalore,Billekahalli,4,3,6,-,acept,furnished,0,8949,711,135,9795
Bangalore,Electronic City,2,1,2,-,acept,not furnished,0,9600,201,147,9948
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,6120,210,93,6423
Bangalore,Whitefield,2,1,0,5,acept,not furnished,1545,5700,126,75,7446
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,2100,201,33,2334
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2070,0,33,2103
Bangalore,Yelahanka,1,1,1,6,not acept,not furnished,2295,7500,102,96,9993
Bangalore,Kaikondrahalli,4,4,3,10,acept,furnished,7041,25200,3315,321,35880
Bangalore,Jalahalli,3,1,1,2,acept,not furnished,1410,3600,330,48,5388
Bangalore,Kanakpura Road,3,1,0,3,acept,not furnished,1650,5100,240,66,7056
Bangalore,Yelahanka,1,1,0,-,acept,not furnished,0,1800,90,30,1920
Bangalore,Uttarahalli,2,2,1,-,not acept,not furnished,0,6564,0,30,6594
Chennai,Iyappanthangal,1,1,0,3,acept,not furnished,1251,1749,69,24,3093
Bangalore,Kanakpura Road,2,1,0,6,acept,not furnished,1350,4800,0,63,6213
Bangalore,Haralur Road,3,5,3,-,acept,furnished,0,13500,567,204,14271
Bangalore,Sarjapur  Road,2,2,2,11,not acept,furnished,8541,8862,1770,114,19287
Bangalore,Electronic City Phase II,1,1,0,1,not acept,furnished,3600,4500,75,60,8235
Bangalore,Sarakki Nagar,3,4,3,14,acept,not furnished,5100,42000,3627,534,51270
Bangalore,Sarjapur,1,1,0,-,acept,furnished,1806,5400,390,69,7665
Bangalore,Ananth Nagar,3,2,2,6,acept,not furnished,3006,7749,105,99,10959
Bangalore,Uttarahalli,1,1,1,-,acept,not furnished,0,3450,225,54,3729
Bangalore,Kundalahalli,1,1,1,14,not acept,furnished,6000,5100,375,66,11541
Bangalore,Kadugodi,1,1,1,25,not acept,furnished,1320,8550,456,111,10437
Bangalore,HAL 2nd Stage,3,2,5,4,acept,not furnished,12678,42000,7407,534,62610
Bangalore,Kengeri,4,3,4,17,not acept,furnished,6651,18000,2235,231,27117
Bangalore,Kundalahalli,1,1,0,18,acept,not furnished,990,3600,300,48,4938
Bangalore,Rayasandra,3,4,0,-,acept,not furnished,0,9600,801,147,10548
Bangalore,Hormavu,4,4,2,4,not acept,not furnished,4233,8400,1251,108,13992
Bangalore,Kaggalipura,3,2,1,4,acept,furnished,5400,18000,66,231,23697
Bangalore,Sonnenahalli,3,3,2,10,acept,not furnished,4500,8250,1254,105,14109
Bangalore,Panathur,2,2,2,7,not acept,not furnished,2700,21600,1251,276,25827
Bangalore,Electronic City,5,5,2,-,not acept,not furnished,0,13500,1146,204,14850
Bangalore,Kogilu,1,1,0,4,acept,furnished,564,7950,165,102,8781
Bangalore,Vasanthapura,3,4,3,14,acept,not furnished,2400,11040,90,141,13671
Bangalore,Thanisandra,6,4,2,-,acept,not furnished,0,16800,14130,255,31200
Bangalore,Chikkalasandra,4,6,4,8,acept,not furnished,10500,45000,6750,573,62820
Bangalore,Battarahalli,3,2,0,9,not acept,furnished,4500,12750,0,162,17412
Bangalore,MS Pallya,6,7,4,-,acept,not furnished,0,22500,3252,339,26091
Bangalore,Raja Rajeshwari Nagar,1,1,1,11,not acept,furnished,1332,9870,372,126,11700
Bangalore,Yelahanka,1,1,1,-,not acept,not furnished,0,2916,0,45,2961
Bangalore,7th Phase JP Nagar,1,1,1,5,acept,furnished,1557,11550,627,147,13881
Bangalore,Gollarapalya Hosahalli,4,4,3,11,acept,not furnished,5700,16800,1752,213,24465
Bangalore,Kanakpura Road,2,1,1,4,acept,not furnished,1809,3825,327,51,6012
Bangalore,9th Phase JP Nagar,2,1,0,-,not acept,not furnished,0,3240,0,51,3291
Bangalore,Haralur Road,3,3,1,3,not acept,not furnished,6687,13500,1452,174,21813
Bangalore,Hennur Road,2,2,1,-,acept,not furnished,2877,8904,201,114,12096
Bangalore,Indira Nagar,3,2,1,12,acept,not furnished,2769,8100,513,105,11487
Bangalore,Vidyaranyapura,5,4,4,-,acept,not furnished,0,13800,576,210,14586
Bangalore,Hegde Nagar,3,3,2,5,acept,not furnished,2565,11100,1458,141,15264
Bangalore,Electronic City Phase II,1,1,0,1,acept,not furnished,0,4650,63,60,4773
Bangalore,HRBR Layout,3,2,3,-,acept,not furnished,0,9900,96,150,10146
Bangalore,Anekal,2,2,1,6,acept,not furnished,3000,9000,150,117,12267
Bangalore,Bhoganhalli,3,2,1,16,acept,not furnished,1800,5100,540,66,7506
Bangalore,Sahakara Nagar,3,2,0,14,not acept,furnished,3234,10500,0,135,13869
Chennai,Kottivakkam,2,1,1,-,acept,not furnished,795,3300,102,42,4239
Bangalore,Begur Road,3,4,3,1,acept,not furnished,8250,17400,3120,222,28992
Bangalore,Munivenkatppa Layout,5,7,6,4,acept,not furnished,22500,30000,15000,381,67890
Bangalore,Hebbal,3,2,4,-,acept,not furnished,0,18000,2625,273,20898
Bangalore,Bannerghatta Road,3,2,1,-,acept,not furnished,0,5550,252,84,5886
Bangalore,Choodasandra,3,1,0,-,acept,not furnished,0,10500,1335,159,11994
Bangalore,Hosur Road,2,1,1,4,acept,not furnished,3084,9240,387,120,12831
Bangalore,9th Phase JP Nagar,1,1,2,11,not acept,furnished,1551,9000,456,117,11124
Bangalore,Sarjapur  Road,1,1,1,12,acept,furnished,3000,10500,513,135,14148
Bangalore,Marathahalli,3,4,0,-,acept,furnished,0,30000,6000,453,36450
Bangalore,Rachenahalli,2,1,1,1,acept,not furnished,0,4200,0,54,4254
Bangalore,Hebbal Kempapura,3,2,1,10,acept,not furnished,4491,10200,681,132,15504
Bangalore,Hebbal,4,4,3,6,acept,not furnished,7080,20910,4740,267,33000
Bangalore,Hormavu,4,2,1,3,acept,furnished,7311,15600,1710,198,24819
Bangalore,Laggere,4,4,5,8,not acept,furnished,25500,25800,11751,327,63390
Chennai,T Nagar,3,1,1,9,acept,not furnished,1341,3600,78,48,5067
Bangalore,Banashankari Stage II,2,3,1,12,acept,not furnished,2700,10500,801,135,14136
Bangalore,Nagarbhavi,4,5,4,15,acept,furnished,10413,22500,0,288,33210
Bangalore,Bellandur,3,2,1,-,not acept,not furnished,0,9000,489,138,9627
Bangalore,Kanakpura Road,2,1,0,-,acept,not furnished,360,5160,270,78,5868
Bangalore,Whitefield,2,1,1,7,acept,not furnished,1500,4650,21,60,6231
Bangalore,Anekal,3,4,2,7,acept,not furnished,4800,12000,1773,153,18726
Bangalore,BTM Layout,3,5,0,16,acept,not furnished,11079,36000,4263,459,51810
Bangalore,Nagarbhavi,4,6,5,-,acept,not furnished,0,18000,2001,273,20274
Bangalore,Banashankari Stage II,3,2,2,6,not acept,not furnished,3615,15750,948,201,20514
Bangalore,Yeshwanthpur,5,3,6,-,acept,not furnished,0,41850,5640,630,48120
Bangalore,Raja Rajeshwari Nagar,1,1,1,8,not acept,furnished,1779,8688,234,111,10812
Bangalore,Raja Rajeshwari Nagar,1,1,0,9,acept,furnished,1350,3900,120,51,5421
Bangalore,Sarjapur  Road,2,1,1,6,acept,not furnished,2700,5250,150,69,8169
Bangalore,Sompura,3,4,3,13,acept,furnished,8700,9000,2466,117,20283
Chennai,Urapakkam,1,1,1,17,acept,furnished,2250,3750,369,48,6417
Chennai,Mevalurkuppam,3,5,6,-,acept,not furnished,1650,15300,1251,231,18432
Chennai,Guduvancheri,1,1,1,4,acept,not furnished,1200,2100,78,27,3405
Bangalore,Kasavanhalli,2,4,2,2,acept,furnished,6300,19125,1500,243,27168
Bangalore,Battarahalli,2,3,2,3,not acept,furnished,4500,36000,1500,459,42450
Bangalore,CV Raman Nagar,4,3,8,-,acept,not furnished,0,39000,3501,588,43080
Bangalore,Hosur Road,2,3,2,8,acept,furnished,5721,25500,1404,324,32940
Bangalore,Jakkur,3,4,3,1,acept,not furnished,6300,16500,1575,210,24585
Bangalore,Thanisandra,3,2,3,3,acept,not furnished,4800,12000,0,153,16953
Bangalore,7th Phase JP Nagar,1,1,1,1,not acept,furnished,9000,16560,0,210,25770
Bangalore,Munnekollal,4,5,3,9,acept,not furnished,7965,16500,2829,210,27504
Bangalore,Hulimavu,1,1,0,25,acept,not furnished,1155,6300,120,81,7656
Bangalore,Hoodi,3,3,2,-,acept,not furnished,0,11400,600,174,12174
Chennai,Vandalur,1,1,0,5,not acept,not furnished,969,1980,42,27,3018
Bangalore,JP Nagar,4,6,5,28,acept,not furnished,5400,34500,4251,438,44580
Bangalore,Ramakrishnappa Layout,3,5,2,-,acept,furnished,0,21954,3216,333,25503
Chennai,Thiruporur,3,3,1,9,acept,not furnished,3300,4500,315,60,8175
Bangalore,Yelahanka,1,1,1,10,acept,not furnished,2100,7800,75,99,10074
Bangalore,Domlur,3,3,2,3,acept,not furnished,4800,13500,1251,174,19725
Bangalore,Iblur Village,3,2,2,3,acept,not furnished,3000,6000,126,78,9204
Bangalore,Sarjapur,1,1,0,2,not acept,furnished,450,9426,201,120,10197
Chennai,Thiruvanmiyur,2,1,0,2,acept,not furnished,1290,2400,75,33,3798
Bangalore,Whitefield,2,1,1,15,acept,not furnished,885,4500,141,60,5586
Bangalore,Malleshwaram,2,2,1,7,acept,not furnished,2592,7500,702,96,10890
Bangalore,Mahadevpura,1,1,0,3,acept,furnished,1050,5100,0,66,6216
Bangalore,Kannamangala,1,1,0,-,acept,not furnished,0,5160,0,66,5226
Bangalore,Jakkur,3,3,1,1,acept,not furnished,6000,27000,1476,345,34830
Bangalore,Hebbal,5,5,0,-,acept,not furnished,0,13500,0,204,13704
Bangalore,Jalahalli,2,1,1,7,acept,not furnished,1800,6000,324,78,8202
Bangalore,9th Phase JP Nagar,1,1,0,6,acept,not furnished,900,4800,180,63,5943
Chennai,Karapakkam,2,1,1,7,acept,not furnished,1650,3300,300,42,5292
Bangalore,Banashankari Stage III,4,3,0,11,not acept,not furnished,3462,15900,1221,204,20787
Bangalore,Hoskote,3,5,5,10,acept,not furnished,11400,18600,0,237,30240
Chennai,Medavakkam,2,2,2,11,acept,not furnished,2496,6600,513,84,9693
Bangalore,Marathahalli,3,2,3,-,acept,furnished,0,11100,390,168,11658
Bangalore,Rachenahalli,2,1,1,6,acept,not furnished,2550,5100,495,66,8211
Chennai,Kolathur,4,2,1,-,acept,not furnished,0,4800,375,75,5250
Bangalore,Harlur,7,3,4,-,acept,not furnished,0,18000,2502,273,20775
Bangalore,Kengeri Satellite Town,1,1,0,23,acept,not furnished,1149,6150,120,78,7497
Chennai,Pozhichalur,2,2,1,-,acept,not furnished,0,3900,327,60,4287
Bangalore,Dommasandra,4,4,3,1,not acept,not furnished,8295,15000,3660,192,27147
Bangalore,KR Puram,2,1,1,9,acept,furnished,1695,8400,0,108,10203
Chennai,Pallikaranai,3,1,1,4,acept,not furnished,1422,2700,120,36,4278
Bangalore,Sarjapur,1,1,0,-,not acept,not furnished,0,2370,0,33,2403
Bangalore,Brookefield,2,1,0,12,acept,not furnished,1506,5100,186,66,6858
Bangalore,Jakkur,3,2,2,9,acept,not furnished,5100,17100,1476,219,23895
Bangalore,Hebbal,3,2,2,-,acept,not furnished,0,10500,750,159,11409
Chennai,West Tambaram,1,2,1,12,not acept,not furnished,1980,1950,0,27,3957
Bangalore,Old Madras Road,3,4,3,10,acept,not furnished,11427,23700,5376,303,40800
Bangalore,Bannerghatta Road,4,2,2,11,acept,not furnished,4890,12000,1392,153,18435
Bangalore,Kathriguppe,4,4,3,8,acept,not furnished,6510,7200,1326,93,15129
Bangalore,Subramanyapura,3,1,1,17,acept,not furnished,2130,6900,9000,90,18120
Bangalore,Sarjapur  Road,1,1,1,-,not acept,not furnished,0,7587,426,117,8130
Bangalore,Thanisandra,4,3,2,10,acept,furnished,7200,13500,4002,174,24876
Bangalore,Begur Road,3,2,3,-,acept,furnished,0,23400,645,354,24399
Chennai,Sholinganallur,2,1,1,1,acept,not furnished,942,3000,0,39,3981
Bangalore,Electronics City Phase 1,3,2,2,-,not acept,not furnished,0,10500,750,159,11409
Bangalore,Balagere,4,6,2,-,acept,not furnished,0,14700,1458,222,16380
Bangalore,Yeshwanthpur,3,3,1,3,acept,not furnished,9000,33000,426,420,42840
Bangalore,Akshaya Nagar,4,6,4,7,acept,not furnished,10710,14700,3579,189,29178
Bangalore,Ganga Nagar,3,2,1,9,acept,not furnished,5298,17400,837,222,23757
Bangalore,Varthur,2,2,1,7,acept,furnished,1560,10500,177,135,12372
Chennai,Muttukadu,1,1,1,1,not acept,furnished,1680,3000,99,39,4818
Bangalore,Horamavu Agara,2,2,1,2,not acept,not furnished,1626,4530,393,60,6609
Chennai,Pudupakkam,2,1,1,1,acept,not furnished,1311,3000,60,39,4410
Bangalore,Banagiri Nagar,4,3,4,6,acept,furnished,10284,33000,6402,420,50100
Bangalore,Hoysalanagar,4,6,4,-,acept,not furnished,20100,12750,2001,192,35040
Bangalore,BTM Layout,3,3,4,-,acept,not furnished,2700,13431,2700,204,19035
Bangalore,Kaggadasapura,1,1,0,10,acept,furnished,1260,5100,0,66,6426
Bangalore,Electronic City,2,4,2,12,not acept,furnished,2655,9000,990,117,12762
Bangalore,Begur Road,3,4,2,-,acept,not furnished,0,14400,0,219,14619
Chennai,Sholinganallur,2,1,1,3,acept,not furnished,1410,4200,78,54,5742
Bangalore,Mysore Road,1,1,0,4,acept,not furnished,1050,9600,0,123,10773
Chennai,Sholinganallur,2,1,0,-,not acept,not furnished,0,2400,414,39,2853
Bangalore,Sector 1 HSR Layout,4,5,6,4,acept,furnished,15249,42000,10383,534,68160
Bangalore,Bellandur,3,2,4,-,acept,not furnished,0,9000,0,138,9138
Bangalore,Electronic City,4,3,2,2,acept,not furnished,3081,7500,1107,96,11784
Bangalore,Somasundara Palya,1,1,1,11,acept,not furnished,1434,7200,225,93,8952
Bangalore,Chamrajpet,3,5,0,4,acept,not furnished,2727,30420,2316,387,35850
Bangalore,Banashankari,5,5,4,-,acept,not furnished,0,9000,1401,138,10539
Bangalore,KR Puram,2,1,0,5,acept,furnished,1860,7200,72,93,9225
Bangalore,Banashankari,3,4,5,-,acept,not furnished,0,16500,3276,249,20025
Bangalore,Malleshwaram,3,1,1,2,acept,not furnished,1383,4800,0,63,6246
Bangalore,Yeshwanthpur,4,5,5,-,acept,not furnished,0,30000,5688,453,36150
Bangalore,Abbigere,3,3,2,2,acept,furnished,7062,21000,1656,267,29985
Bangalore,Sarjapur,1,1,0,6,acept,furnished,1806,5400,390,69,7665
Chennai,Thiruvidandhai,3,2,2,2,acept,not furnished,4500,4080,876,54,9510
Bangalore,Kothanur,1,1,1,13,not acept,furnished,2037,15000,1077,192,18306
Bangalore,Electronic City Phase II,1,1,0,-,not acept,not furnished,0,2550,201,39,2790
Chennai,Thoraipakkam OMR,3,2,1,15,acept,not furnished,1626,5805,219,75,7725
Bangalore,Kadugodi,1,1,1,21,acept,not furnished,1623,12000,150,153,13926
Bangalore,Hennur Road,3,2,1,2,acept,furnished,3048,4893,300,63,8304
Bangalore,Nagarbhavi,4,3,4,1,acept,furnished,8340,12000,3600,153,24093
Bangalore,Kadugodi,1,1,1,18,not acept,not furnished,2028,9000,336,117,11481
Chennai,Kovur,4,4,2,6,acept,not furnished,5100,9900,990,126,16116
Bangalore,Kanakpura Road,2,2,1,10,acept,not furnished,2250,10200,300,132,12882
Bangalore,Dasarahalli,3,2,1,14,acept,not furnished,2400,5280,300,69,8049
Bangalore,Pattandur Agrahara,4,4,0,13,not acept,not furnished,9504,24000,3093,306,36900
Bangalore,Jalahalli,2,2,1,4,acept,not furnished,2250,8400,0,108,10758
Bangalore,Kannamangala,1,1,0,-,acept,not furnished,0,5160,0,66,5226
Bangalore,Akshaya Nagar,4,2,0,-,acept,not furnished,0,24000,0,363,24363
Bangalore,Hebbal,2,2,8,-,acept,furnished,0,13500,1377,204,15081
Bangalore,Hennur Road,2,2,2,8,acept,not furnished,2895,13500,108,174,16677
Bangalore,Thanisandra,4,4,2,9,acept,furnished,11100,21000,2550,267,34920
Bangalore,4th T block Jayanagar,3,2,2,9,acept,furnished,6900,19800,1752,252,28704
Bangalore,Old Madras Road,4,4,4,11,acept,furnished,8400,45000,300,573,54270
Bangalore,Kothanur,2,2,1,11,acept,not furnished,2862,8400,570,108,11940
Bangalore,Subramanyapura,1,2,1,14,acept,not furnished,3600,10059,0,75,13734
Bangalore,7th Phase JP Nagar,1,1,1,1,not acept,furnished,9000,16560,0,210,25770
Bangalore,Sarjapur  Road,2,1,1,8,not acept,not furnished,1800,6000,0,78,7878
Bangalore,Haralur Road,3,2,1,5,acept,not furnished,3900,16500,663,210,21273
Bangalore,Electronic City,3,2,1,9,acept,furnished,2670,19506,0,249,22425
Bangalore,Kambipura,2,1,1,9,acept,furnished,3600,25500,27,324,29451
Chennai,Mogappair,1,1,0,1,acept,not furnished,0,2070,36,27,2133
Bangalore,Babusapalaya,2,3,2,11,acept,not furnished,2940,20505,0,132,23577
Bangalore,Kengeri,5,5,3,-,acept,not furnished,0,29700,1860,447,32010
Bangalore,Kengeri Satellite Town,1,1,1,26,acept,not furnished,1560,6900,177,90,8727
Bangalore,Uttarahalli,3,3,2,4,acept,furnished,4122,6000,849,78,11049
Bangalore,Tejaswini Nagar,5,5,6,3,acept,furnished,2700,13260,2502,171,18633
Bangalore,Bannerghatta Road,3,2,4,8,acept,not furnished,4095,13500,1194,174,18963
Chennai,Besant Nagar,3,2,2,11,acept,not furnished,1746,6000,426,78,8250
Bangalore,Ardendale,1,1,0,5,acept,not furnished,1350,5997,126,78,7551
Bangalore,Kenchenahalli,3,3,1,3,acept,not furnished,7755,15450,1725,198,25128
Bangalore,Electronic City Phase II,1,1,1,14,not acept,not furnished,4137,4980,54,66,9237
Bangalore,Koramangala,1,1,1,8,not acept,not furnished,1245,6000,0,24,7269
Chennai,Mugalivakkam,4,3,4,-,acept,not furnished,0,11700,1143,177,13020
Chennai,Kolathur,3,2,8,-,acept,not furnished,0,6000,246,93,6339
Bangalore,Begur Road,4,5,2,-,acept,not furnished,0,19500,3528,294,23322
Bangalore,Kothanur,2,2,0,13,acept,furnished,6027,15450,1035,198,22710
Bangalore,Thigalarapalya,3,4,4,13,acept,furnished,4425,30000,1950,381,36750
Bangalore,Ramamurthy Nagar,2,1,0,-,acept,not furnished,0,4500,975,69,5544
Bangalore,Kenchenahalli,3,2,1,-,acept,not furnished,0,18000,2475,273,20748
Bangalore,Murugeshpalya,4,4,3,7,acept,furnished,3900,20340,1434,258,25932
Bangalore,Benson Town,4,4,0,17,acept,furnished,9105,10500,2955,135,22695
Bangalore,Old Airport Road,3,1,1,5,acept,furnished,3000,6600,348,84,10032
Bangalore,Kundalahalli,1,1,0,6,acept,not furnished,1050,4800,0,63,5913
Bangalore,Hennur Road,2,1,1,2,acept,not furnished,3000,9000,150,117,12267
Bangalore,Kaval Byrasandra,3,3,2,2,acept,furnished,6900,36000,2100,459,45450
Bangalore,Uttarahalli,1,1,0,-,acept,not furnished,0,4800,180,75,5055
Bangalore,KR Puram,1,2,1,4,acept,furnished,1650,10500,0,135,12285
Chennai,Kelambakkam,1,1,1,3,not acept,not furnished,780,3300,90,42,4212
Bangalore,Choodasandra,3,3,2,-,acept,not furnished,0,8100,423,123,8646
Chennai,Sholinganallur,2,1,1,1,not acept,not furnished,1290,2445,60,18,3813
Bangalore,Haralur Road,3,4,4,14,acept,not furnished,3228,23775,1953,303,29259
Bangalore,Nagarbhavi,3,3,3,8,acept,furnished,6630,15000,2526,192,24348
Bangalore,Banashankari,3,5,5,-,acept,not furnished,0,9240,600,141,9981
Bangalore,Old Madras Road,3,3,2,-,acept,not furnished,0,29400,0,444,29844
Bangalore,Hulimavu,1,1,0,25,acept,not furnished,1416,6600,165,84,8265
Bangalore,Varthur,2,2,1,5,acept,not furnished,1530,7500,474,96,9600
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,2430,102,39,2571
Bangalore,Yelahanka,1,2,1,28,not acept,furnished,5805,12600,954,162,19521
Bangalore,Marathahalli,5,3,1,-,acept,not furnished,0,30000,0,453,30450
Bangalore,Whitefield,1,1,0,5,acept,furnished,1245,6000,219,78,7542
Bangalore,KR Puram,2,1,1,7,not acept,not furnished,2352,10500,405,135,13392
Bangalore,Rajaji Nagar,3,2,0,12,acept,not furnished,4965,11100,1050,141,17256
Bangalore,Channasandra,2,1,1,11,not acept,not furnished,0,20580,0,261,20841
Bangalore,Bhuvaneshwari Nagar,4,4,4,5,acept,not furnished,6570,9600,2130,123,18423
Bangalore,Ramamurthy Nagar,2,2,0,2,acept,not furnished,1710,4350,0,57,6117
Bangalore,Yelahanka,1,1,1,7,acept,not furnished,1350,7200,0,93,8643
Bangalore,Subramanyapura,3,1,1,6,acept,not furnished,2010,6540,300,84,8934
Bangalore,Sarjapur  Road,1,1,1,-,not acept,not furnished,0,3300,0,51,3351
Bangalore,Whitefield,2,1,1,9,acept,not furnished,2934,7290,372,93,10689
Bangalore,Kanakapura,4,4,3,-,not acept,not furnished,0,24000,2250,363,26613
Bangalore,Pattandur Agrahara,4,4,4,4,acept,not furnished,9300,14970,3093,192,27555
Chennai,Selaiyur,3,2,2,5,acept,furnished,2286,6000,612,78,8976
Bangalore,Hennur Road,1,2,1,12,acept,furnished,3705,12600,174,162,16641
Bangalore,Basavangudi,2,2,1,1,acept,furnished,1800,6000,225,78,8103
Bangalore,Seegehalli,3,1,1,2,acept,furnished,2745,18000,150,231,21126
Bangalore,Whitefield,1,1,1,20,not acept,furnished,2343,15900,636,204,19083
Bangalore,Talaghattapura,2,3,1,19,not acept,furnished,8235,24000,1950,306,34500
Bangalore,Electronic City,3,1,3,-,acept,not furnished,0,6000,492,93,6585
Bangalore,Marathahalli,4,5,2,-,acept,not furnished,0,12600,750,192,13542
Bangalore,Varthur,2,2,1,2,acept,furnished,2400,7740,252,99,10491
Bangalore,7th Phase JP Nagar,1,1,1,14,not acept,furnished,6600,6900,501,90,14091
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,4200,3,66,4269
Bangalore,Rajaji Nagar,5,2,0,2,acept,not furnished,0,9000,111,117,9228
Bangalore,Nagarbhavi,4,4,4,24,acept,not furnished,7866,12000,1800,153,21819
Bangalore,Thigalarapalya,3,3,4,1,acept,not furnished,9300,19500,4200,249,33240
Bangalore,Whitefield,2,1,0,-,acept,not furnished,0,3600,249,57,3906
Chennai,Neelankarai,4,6,6,-,acept,not furnished,3600,21990,165,333,26088
Bangalore,Hosur Road,3,3,2,6,acept,not furnished,3300,6300,1002,81,10683
Bangalore,Kodihalli,3,4,4,2,acept,not furnished,9489,42000,2898,534,54930
Bangalore,Nagarbhavi,4,4,2,5,acept,furnished,7710,13200,1752,168,22830
Bangalore,Kadugodi,1,1,0,12,not acept,not furnished,1038,8700,207,111,10056
Bangalore,Vijayanagar,2,2,1,9,not acept,not furnished,2166,6300,0,81,8547
Bangalore,Koramangala,1,1,1,-,acept,not furnished,0,6000,0,78,6078
Bangalore,Yeshwanthpur,4,2,8,-,acept,not furnished,0,21600,351,327,22278
Bangalore,Hoodi,3,3,2,3,acept,not furnished,7200,18000,1500,231,26931
Bangalore,Hennur,2,1,1,1,acept,not furnished,1245,4104,0,54,5403
Bangalore,Electronic City,3,3,0,5,acept,not furnished,2460,18990,444,243,22137
Bangalore,Marathahalli,4,4,4,12,acept,not furnished,9000,30000,3501,381,42870
Bangalore,Sarjapur,1,1,0,-,acept,furnished,1806,5400,390,69,7665
Bangalore,Thanisandra,1,1,3,-,acept,not furnished,0,4800,792,75,5667
Bangalore,Kodihalli,4,5,4,1,not acept,not furnished,7500,27300,750,348,35910
Bangalore,Begur Road,4,5,3,14,acept,furnished,6150,36000,2250,459,44850
Bangalore,Sector 7 HSR Layout,3,5,3,16,acept,not furnished,3960,31800,2610,405,38790
Bangalore,Canara Bank Colony,5,4,6,-,acept,not furnished,0,27600,3123,417,31140
Bangalore,Basaveshwara Nagar,3,2,2,8,acept,not furnished,4200,9750,1002,126,15078
Bangalore,Dodda Nekkundi,3,4,3,7,acept,not furnished,7380,10500,1851,135,19866
Bangalore,Jalahalli,1,2,1,4,acept,furnished,2550,11100,555,141,14346
Bangalore,Rajaji Nagar,3,4,2,11,not acept,not furnished,4650,6954,1233,90,12927
Bangalore,Raja Rajeshwari Nagar,1,1,0,1,acept,not furnished,780,4200,0,54,5034
Bangalore,Margondanahalli,1,1,2,1,acept,furnished,2400,8400,600,108,11508
Bangalore,Kudlu,2,1,1,-,acept,not furnished,840,5700,0,75,6615
Bangalore,Balagere,4,6,4,-,acept,not furnished,0,30000,2250,381,32640
Bangalore,Uttarahalli,2,1,1,6,acept,not furnished,1962,6900,282,90,9234
Bangalore,Harlur,3,2,2,17,not acept,not furnished,8040,29400,2001,375,39810
Bangalore,Prithvi Layout,4,4,6,-,acept,not furnished,0,19320,1722,291,21333
Bangalore,Bannerghatta Road,2,1,1,-,acept,not furnished,0,6300,525,96,6921
Chennai,Manapakkam,3,2,2,-,acept,not furnished,0,6900,294,105,7299
Bangalore,Sarjapur  Road,1,1,0,8,acept,not furnished,1290,9600,327,123,11340
Bangalore,7th Phase JP Nagar,2,2,0,-,not acept,not furnished,0,4950,252,75,5277
Bangalore,Doddathoguru,2,1,1,9,not acept,not furnished,1350,6600,327,84,8361
Bangalore,Bommasandra,2,3,2,16,acept,furnished,6000,30000,1752,381,38130
Bangalore,Budigere,2,2,2,12,not acept,not furnished,7800,6900,0,90,14790
Bangalore,Bannerghatta Road,3,2,2,8,acept,not furnished,2220,12000,714,153,15087
Bangalore,Doddakammanahalli,3,5,4,6,acept,not furnished,7200,36000,2802,459,46470
Chennai,Ambattur,3,3,2,-,acept,not furnished,1680,9600,3168,147,14595
Bangalore,Hebbal,3,5,5,18,acept,furnished,10281,45000,5502,573,61350
Bangalore,Banashankari Stage V,3,3,3,9,acept,not furnished,5850,15000,1626,192,22668
Chennai,Adyar,1,1,0,2,acept,not furnished,1200,5100,216,66,6582
Chennai,Thirumazhisai,3,2,2,1,acept,not furnished,1896,6600,357,84,8937
Bangalore,Akshaya Nagar,4,3,2,12,not acept,furnished,16500,45000,3000,573,65070
